"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","Yamaha R3"
"Racer","John Robinson"
"Championship","WERA Endurance"
"Comment",""
"Date","Sunday, August 13, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","1016"
"Segment","Session"
"Beacon Markers","1.859","142.238","279.237","415.85","551.542","686.894","821.251","1016"
"Segment Times","0:01.859","2:20.379","2:16.999","2:16.613","2:15.692","2:15.352","2:14.357","3:14.746"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","m"

"361.050","112.6003","19","0.1835","-0.4297","1.0471","-19.5593","3.2505","328.3344","1020.0000","0.6840","551.3188","40.84906195","-80.35389168","0.0000","11233.0234"
"361.100","111.9842","19","0.1936","-0.4164","1.0266","-19.3675","3.4535","328.3470","1020.0000","0.6840","516.0805","40.84907500","-80.35389773","0.0000","11234.5801"
"361.150","111.3812","19","0.2036","-0.4021","1.0080","-19.1620","3.6565","328.3614","1020.0000","0.6840","484.8000","40.84908804","-80.35390371","0.0000","11236.1338"
"361.200","110.8192","19","0.2135","-0.3847","0.9949","-18.9130","3.8598","328.3810","1020.0000","0.6840","456.9502","40.84910105","-80.35390947","0.0000","11237.6748"
"361.250","110.2160","19","0.2239","-0.3674","0.9835","-18.6757","4.0714","328.4022","1020.0000","0.6840","430.8487","40.84911401","-80.35391519","0.0000","11239.2109"
"361.300","109.4819","19","0.2355","-0.3505","0.9774","-18.4754","4.3091","328.4290","1020.0000","0.6840","404.3676","40.84912683","-80.35392075","0.0000","11240.7344"
"361.350","108.7346","19","0.2508","-0.3409","0.9709","-18.2694","4.6156","328.4524","1020.0000","0.6797","374.9356","40.84913961","-80.35392625","0.0000","11242.2520"
"361.400","107.9452","19","0.2777","-0.3544","0.9634","-18.0454","5.1400","328.4653","1020.0000","0.6617","334.2387","40.84915225","-80.35393158","0.0000","11243.7539"
"361.450","107.2000","19","0.3046","-0.3659","0.9526","-17.8040","5.6674","328.4796","1020.0000","0.6480","301.0454","40.84916487","-80.35393687","0.0000","11245.2510"
"361.500","106.5949","19","0.3314","-0.3708","0.9313","-17.5073","6.2040","328.4982","1020.0000","0.6480","273.4530","40.84917747","-80.35394203","0.0000","11246.7334"
"361.550","106.0396","19","0.3570","-0.3709","0.9187","-17.1503","6.7219","328.5194","1020.0000","0.6480","251.0716","40.84919007","-80.35394709","0.0000","11248.2129"
"361.600","105.6424","19","0.3789","-0.3562","0.9336","-16.6023","7.1802","328.5489","1020.0000","0.6480","234.1636","40.84920269","-80.35395184","0.0000","11249.6816"
"361.650","105.1704","19","0.4016","-0.3428","0.9420","-16.1073","7.6570","328.5760","1020.0000","0.6480","218.6012","40.84921527","-80.35395654","0.0000","11251.1465"
"361.700","104.4616","19","0.4272","-0.3333","0.9298","-15.7800","8.1922","328.5955","1020.0000","0.6480","202.9431","40.84922767","-80.35396107","0.0000","11252.5996"
"361.750","103.7839","19","0.4518","-0.3250","0.9174","-15.4130","8.7139","328.6144","1020.0000","0.6480","189.5564","40.84924006","-80.35396550","0.0000","11254.0488"
"361.800","103.2047","19","0.4740","-0.3202","0.9041","-14.9202","9.1926","328.6318","1020.0000","0.6480","178.6819","40.84925236","-80.35396962","0.0000","11255.4844"
"361.850","102.5954","19","0.4936","-0.3202","0.8936","-14.4373","9.6253","328.6500","1020.0000","0.6480","169.6415","40.84926464","-80.35397367","0.0000","11256.9150"
"361.900","101.8907","19","0.5055","-0.3359","0.8918","-13.9856","9.9123","328.6710","1020.0000","0.6480","163.5983","40.84927686","-80.35397750","0.0000","11258.3330"
"361.950","101.2370","19","0.5192","-0.3498","0.8894","-13.5030","10.2371","328.6913","1020.0000","0.6480","157.3925","40.84928907","-80.35398124","0.0000","11259.7461"
"362.000","100.7443","19","0.5383","-0.3582","0.8853","-12.9227","10.6813","328.7098","1020.0000","0.6480","150.1128","40.84930124","-80.35398466","0.0000","11261.1475"
"362.050","100.1960","18","0.5612","-0.3598","0.8797","-12.3242","11.2035","328.7271","1020.0000","0.6523","142.3365","40.84931339","-80.35398796","0.0000","11262.5439"
"362.100","99.4718","18","0.5958","-0.3403","0.8692","-11.6677","11.9729","328.7407","1020.0000","0.6703","132.2272","40.84932542","-80.35399091","0.0000","11263.9277"
"362.150","98.8010","18","0.6336","-0.3190","0.8638","-10.9969","12.8127","328.7572","1020.0000","0.6840","122.7274","40.84933747","-80.35399375","0.0000","11265.3076"
"362.200","98.2989","18","0.6820","-0.2921","0.8743","-10.2803","13.8753","328.7825","1020.0000","0.6840","112.7526","40.84934953","-80.35399623","0.0000","11266.6748"
"362.250","97.8394","18","0.7213","-0.2712","0.8781","-9.5487","14.7535","328.8029","1020.0000","0.6797","105.5453","40.84936157","-80.35399862","0.0000","11268.0391"
"362.300","97.5147","18","0.7320","-0.2699","0.8613","-8.7696","15.0477","328.8077","1020.0000","0.6617","103.1381","40.84937356","-80.35400073","0.0000","11269.3945"
"362.350","97.1551","18","0.7434","-0.2650","0.8460","-7.9811","15.3603","328.8137","1020.0000","0.6523","100.6667","40.84938554","-80.35400272","0.0000","11270.7471"
"362.400","96.6853","18","0.7575","-0.2492","0.8358","-7.1624","15.7310","328.8236","1020.0000","0.6703","97.8193","40.84939748","-80.35400435","0.0000","11272.0918"
"362.450","96.1671","18","0.7686","-0.2389","0.8276","-6.3525","16.0388","328.8334","1020.0000","0.6883","95.4277","40.84940939","-80.35400586","0.0000","11273.4326"
"362.500","95.4958","18","0.7703","-0.2459","0.8262","-5.5706","16.1476","328.8429","1020.0000","0.7063","94.1231","40.84942116","-80.35400698","0.0000","11274.7607"
"362.550","94.9219","18","0.7779","-0.2518","0.8169","-4.7706","16.3821","328.8483","1020.0000","0.7200","92.2185","40.84943293","-80.35400799","0.0000","11276.0859"
"362.600","94.6562","18","0.8039","-0.2540","0.7829","-3.9136","17.0144","328.8408","1020.0000","0.7200","88.5424","40.84944471","-80.35400866","0.0000","11277.4014"
"362.650","94.3306","18","0.8335","-0.2586","0.7546","-3.0556","17.7259","328.8358","1020.0000","0.7200","84.6962","40.84945645","-80.35400921","0.0000","11278.7148"
"362.700","93.8153","18","0.8742","-0.2706","0.7442","-2.1949","18.6879","328.8387","1020.0000","0.7200","79.8977","40.84946803","-80.35400938","0.0000","11280.0195"
"362.750","93.2683","18","0.9129","-0.2742","0.7407","-1.2437","19.6112","328.8454","1020.0000","0.7330","75.6921","40.84947957","-80.35400938","0.0000","11281.3203"
"362.800","92.6208","18","0.9448","-0.2513","0.7591","-0.0055","20.4122","328.8644","1020.0000","0.7870","72.2170","40.84949097","-80.35400882","0.0000","11282.6084"
"362.850","92.0861","18","0.9735","-0.2249","0.7746","1.2109","21.1437","328.8822","1020.0000","0.8150","69.3158","40.84950238","-80.35400812","0.0000","11283.8945"
"362.900","91.9083","18","0.9923","-0.1871","0.7810","2.3588","21.6554","328.8964","1020.0000","0.7610","67.5475","40.84951382","-80.35400694","0.0000","11285.1719"
"362.950","91.7230","18","1.0050","-0.1507","0.7942","3.4771","22.0297","328.9138","1020.0000","0.7114","66.2659","40.84952523","-80.35400564","0.0000","11286.4473"
"363.000","91.5133","18","0.9988","-0.1190","0.8293","4.5023","21.9690","328.9418","1020.0000","0.6754","66.2969","40.84953655","-80.35400390","0.0000","11287.7188"
"363.050","91.3442","18","0.9866","-0.0875","0.8575","5.5025","21.7666","328.9680","1020.0000","0.6480","66.7898","40.84954788","-80.35400207","0.0000","11288.9902"
"363.100","91.3036","18","0.9550","-0.0570","0.8643","6.4241","21.1154","328.9891","1020.0000","0.6480","68.8189","40.84955921","-80.35399997","0.0000","11290.2588"
"363.150","91.2470","18","0.9269","-0.0248","0.8773","7.3842","20.5348","329.0128","1020.0000","0.6480","70.7208","40.84957051","-80.35399770","0.0000","11291.5264"
"363.200","91.1395","18","0.9099","0.0124","0.9101","8.4666","20.1778","329.0452","1020.0000","0.6480","71.8876","40.84958174","-80.35399490","0.0000","11292.7930"
"363.250","91.1006","18","0.8986","0.0369","0.9472","9.4997","19.9401","329.0826","1020.0000","0.6437","72.7134","40.84959298","-80.35399202","0.0000","11294.0586"
"363.300","91.2785","18","0.9054","0.0213","0.9981","10.3765","20.0805","329.1360","1020.0000","0.6257","72.3458","40.84960423","-80.35398889","0.0000","11295.3262"
"363.350","91.4159","18","0.9230","0.0053","1.0376","11.3391","20.4648","329.1814","1020.0000","0.6206","71.0942","40.84961543","-80.35398558","0.0000","11296.5938"
"363.400","91.4250","18","0.9750","-0.0122","1.0414","12.5732","21.6211","329.2014","1020.0000","0.6566","67.2987","40.84962646","-80.35398171","0.0000","11297.8633"
"363.450","91.3473","18","1.0219","-0.0250","1.0432","13.8492","22.6697","329.2227","1020.0000","0.6883","64.1313","40.84963743","-80.35397768","0.0000","11299.1318"
"363.500","90.9947","18","1.0529","-0.0232","1.0391","15.2578","23.3771","329.2484","1020.0000","0.7063","61.9506","40.84964818","-80.35397314","0.0000","11300.3965"
"363.550","90.6830","18","1.0802","-0.0224","1.0496","16.5567","24.0044","329.2804","1020.0000","0.7243","60.1250","40.84965891","-80.35396849","0.0000","11301.6602"
"363.600","90.5008","18","1.0960","-0.0247","1.1064","17.5078","24.3781","329.3326","1020.0000","0.7423","59.0844","40.84966958","-80.35396352","0.0000","11302.9180"
"363.650","90.4173","18","1.1100","-0.0243","1.1514","18.5506","24.7112","329.3789","1020.0000","0.7560","58.2342","40.84968022","-80.35395839","0.0000","11304.1758"
"363.700","90.6465","18","1.1181","-0.0153","1.1585","19.8832","24.9159","329.4068","1020.0000","0.7560","57.9022","40.84969077","-80.35395274","0.0000","11305.4336"
"363.750","90.7944","18","1.1290","-0.0048","1.1798","21.1962","25.1818","329.4460","1020.0000","0.7603","57.3842","40.84970128","-80.35394694","0.0000","11306.6924"
"363.800","90.6846","18","1.1488","0.0100","1.2459","22.4468","25.6416","329.5212","1020.0000","0.7783","56.2871","40.84971165","-80.35394066","0.0000","11307.9521"
"363.850","90.6506","18","1.1627","0.0267","1.3148","23.7031","25.9658","329.5998","1020.0000","0.7920","55.5635","40.84972197","-80.35393425","0.0000","11309.2129"
"363.900","90.8567","18","1.1579","0.0495","1.3925","24.9770","25.8607","329.6891","1020.0000","0.7920","55.9161","40.84973217","-80.35392742","0.0000","11310.4736"
"363.950","90.9827","18","1.1606","0.0689","1.4741","26.3150","25.9187","329.7806","1020.0000","0.7963","55.8683","40.84974226","-80.35392040","0.0000","11311.7354"
"364.000","90.8550","18","1.1872","0.0773","1.5683","27.8562","26.4932","329.8785","1020.0000","0.8143","54.5800","40.84975204","-80.35391274","0.0000","11312.9980"
"364.050","90.8033","19","1.2114","0.0793","1.6627","29.3301","27.0105","329.9799","1020.0000","0.8194","53.5044","40.84976178","-80.35390493","0.0000","11314.2598"
"364.100","90.9924","19","1.2277","0.0610","1.7582","30.5912","27.3462","330.0923","1020.0000","0.7834","52.9576","40.84977144","-80.35389666","0.0000","11315.5234"
"364.150","91.1140","19","1.2318","0.0451","1.8512","31.8637","27.4137","330.2032","1020.0000","0.7560","52.8978","40.84978101","-80.35388826","0.0000","11316.7871"
"364.200","91.0215","19","1.1970","0.0367","1.9363","33.1720","26.6318","330.3095","1020.0000","0.7560","54.3956","40.84979030","-80.35387948","0.0000","11318.0508"
"364.250","90.9773","19","1.1704","0.0369","2.0208","34.4431","26.0328","330.4156","1020.0000","0.7560","55.6201","40.84979955","-80.35387060","0.0000","11319.3154"
"364.300","91.0863","19","1.1695","0.0644","2.1034","35.5959","26.0133","330.5209","1020.0000","0.7560","55.7286","40.84980867","-80.35386136","0.0000","11320.5801"
"364.350","91.1825","19","1.1664","0.0858","2.1869","36.8210","25.9366","330.6289","1018.8000","0.7646","55.9524","40.84981769","-80.35385196","0.0000","11321.8457"
"364.400","91.2382","19","1.1560","0.0875","2.2732","38.2747","25.6788","330.7452","1013.8000","0.8006","56.5486","40.84982636","-80.35384203","0.0000","11323.1123"
"364.450","91.3741","19","1.1472","0.0927","2.3618","39.6727","25.4549","330.8630","1010.0000","0.8194","57.1310","40.84983500","-80.35383199","0.0000","11324.3809"
"364.500","91.7641","19","1.1433","0.1087","2.4577","40.8941","25.3381","330.9853","1010.0000","0.7834","57.6394","40.84984351","-80.35382160","0.0000","11325.6543"
"364.550","92.0825","19","1.1424","0.1208","2.5519","42.1240","25.2859","331.1081","1010.0000","0.7517","57.9588","40.84985192","-80.35381109","0.0000","11326.9297"
"364.600","92.1740","19","1.1514","0.1210","2.6409","43.3807","25.4382","331.2325","1010.0000","0.7337","57.6690","40.84986000","-80.35380018","0.0000","11328.2090"
"364.650","92.2742","19","1.1474","0.1228","2.7311","44.6350","25.3079","331.3596","1010.0000","0.7114","58.0288","40.84986800","-80.35378915","0.0000","11329.4893"
"364.700","92.4020","19","1.1029","0.1298","2.8251","45.8820","24.2829","331.4953","1010.0000","0.6754","60.5621","40.84987575","-80.35377775","0.0000","11330.7725"
"364.750","92.4958","19","1.0615","0.1310","2.9161","47.0928","23.3268","331.6274","1010.0000","0.6437","63.1084","40.84988342","-80.35376628","0.0000","11332.0566"
"364.800","92.4815","19","1.0300","0.1140","2.9972","48.1893","22.5890","331.7481","1010.0000","0.6257","65.1597","40.84989081","-80.35375456","0.0000","11333.3408"
"364.850","92.5705","19","0.9991","0.0996","3.0736","49.2326","21.8660","331.8702","1010.0000","0.6120","67.3789","40.84989816","-80.35374274","0.0000","11334.6260"
"364.900","92.9864","19","0.9696","0.0932","3.1351","50.1077","21.1901","331.9963","1010.0000","0.6120","69.8403","40.84990539","-80.35373063","0.0000","11335.9160"
"364.950","93.3136","19","0.9505","0.0901","3.1967","51.0353","20.7414","332.1200","1010.0000","0.6077","71.6023","40.84991252","-80.35371843","0.0000","11337.2080"
"365.000","93.3596","19","0.9641","0.0971","3.2588","52.1291","21.0119","332.2361","1010.0000","0.5897","70.7154","40.84991929","-80.35370594","0.0000","11338.5049"
"365.050","93.4407","19","0.9732","0.1084","3.3221","53.2368","21.1806","332.3557","1010.0000","0.5760","70.2129","40.84992598","-80.35369335","0.0000","11339.8018"
"365.100","93.6327","19","0.9676","0.1333","3.3895","54.3891","21.0271","332.4867","1010.0000","0.5760","70.8709","40.84993240","-80.35368040","0.0000","11341.1016"
"365.150","93.8428","19","0.9684","0.1546","3.4524","55.5392","21.0080","332.6150","1010.0000","0.5760","71.0947","40.84993874","-80.35366737","0.0000","11342.4033"
"365.200","94.1099","19","0.9896","0.1648","3.5010","56.6826","21.4142","332.7343","1010.0000","0.5760","69.9444","40.84994484","-80.35365409","0.0000","11343.7090"
"365.250","94.4018","19","1.0088","0.1749","3.5528","57.7811","21.7747","332.8571","1011.2000","0.5760","69.0000","40.84995086","-80.35364071","0.0000","11345.0176"
"365.300","94.7722","19","1.0217","0.1846","3.6145","58.7374","21.9899","332.9904","1016.1999","0.5760","68.5926","40.84995667","-80.35362702","0.0000","11346.3330"
"365.350","95.1343","19","1.0278","0.1920","3.6728","59.7265","22.0576","333.1228","1020.0000","0.5717","68.6436","40.84996238","-80.35361323","0.0000","11347.6504"
"365.400","95.4704","19","1.0123","0.1924","3.7200","60.8198","21.6578","333.2526","1020.0000","0.5537","70.1576","40.84996780","-80.35359916","0.0000","11348.9746"
"365.450","95.7985","19","0.9854","0.1957","3.7657","61.8888","21.0169","333.3823","1020.0000","0.5443","72.5454","40.84997313","-80.35358501","0.0000","11350.3018"
"365.500","96.1010","19","0.9224","0.2083","3.8065","62.8813","19.6124","333.5118","1020.0000","0.5623","77.9861","40.84997819","-80.35357057","0.0000","11351.6357"
"365.550","96.3761","19","0.8641","0.2133","3.8554","63.8399","18.3105","333.6481","1020.0000","0.5760","83.7703","40.84998320","-80.35355610","0.0000","11352.9707"
"365.600","96.5645","19","0.8210","0.1940","3.9303","64.6916","17.3332","333.8062","1020.0000","0.5760","88.6661","40.84998804","-80.35354149","0.0000","11354.3115"
"365.650","96.8270","19","0.7750","0.1771","3.9929","65.5019","16.3028","333.9585","1020.0000","0.5717","94.5269","40.84999284","-80.35352683","0.0000","11355.6543"
"365.700","97.3246","19","0.7201","0.1679","4.0166","66.1813","15.1037","334.0921","1020.0000","0.5537","102.5555","40.84999752","-80.35351198","0.0000","11357.0039"
"365.750","97.7213","19","0.6590","0.1599","4.0447","66.7814","13.7812","334.2234","1020.0000","0.5400","112.8552","40.85000216","-80.35349711","0.0000","11358.3564"
"365.800","97.7983","19","0.5785","0.1555","4.0867","67.1302","12.0678","334.3478","1020.0000","0.5400","128.9807","40.85000673","-80.35348220","0.0000","11359.7139"
"365.850","97.9306","19","0.4928","0.1532","4.1188","67.5454","10.2500","334.4691","1020.0000","0.5443","152.0593","40.85001125","-80.35346721","0.0000","11361.0732"
"365.900","98.2382","19","0.3904","0.1576","4.1195","68.1712","8.1022","334.5803","1020.0000","0.5623","192.9735","40.85001562","-80.35345201","0.0000","11362.4375"
"365.950","98.5451","19","0.2943","0.1628","4.1207","68.6630","6.0884","334.6925","1020.0000","0.5760","257.6020","40.85002002","-80.35343677","0.0000","11363.8027"
"366.000","98.8499","19","0.2179","0.1707","4.1231","68.7310","4.4993","334.8078","1020.0000","0.5760","349.6644","40.85002447","-80.35342144","0.0000","11365.1748"
"366.050","99.1754","18","0.1404","0.1764","4.1198","68.7498","2.8905","334.9209","1020.0000","0.5760","546.0722","40.85002898","-80.35340611","0.0000","11366.5488"
"366.100","99.5662","18","0.0592","0.1748","4.0988","68.6125","1.2195","335.0272","1020.0000","0.5760","1299.4554","40.85003363","-80.35339080","0.0000","11367.9307"
"366.150","99.9373","18","-0.0197","0.1705","4.0767","68.4976","-0.4015","335.1294","1020.0000","0.5760","3961.5447","40.85003828","-80.35337547","0.0000","11369.3145"
"366.200","100.2458","18","-0.0917","0.1577","4.0515","68.4535","-1.8639","335.2186","1020.0000","0.5760","855.9761","40.85004294","-80.35336007","0.0000","11370.7051"
"366.250","100.5309","18","-0.1611","0.1499","4.0297","68.3503","-3.2715","335.3099","1020.0000","0.5717","489.0722","40.85004764","-80.35334468","0.0000","11372.0986"
"366.300","100.7420","18","-0.2225","0.1580","4.0186","68.0600","-4.5055","335.4078","1020.0000","0.5537","355.8678","40.85005248","-80.35332932","0.0000","11373.4971"
"366.350","100.9203","18","-0.2838","0.1611","4.0037","67.7398","-5.7331","335.5026","1020.0000","0.5443","280.1612","40.85005736","-80.35331399","0.0000","11374.8965"
"366.400","100.9945","18","-0.3447","0.1484","3.9767","67.3251","-6.9406","335.5871","1020.0000","0.5623","231.5917","40.85006242","-80.35329870","0.0000","11376.2988"
"366.450","101.1252","18","-0.3964","0.1402","3.9465","66.9268","-7.9629","335.6687","1020.0000","0.5803","202.1206","40.85006751","-80.35328342","0.0000","11377.7021"
"366.500","101.4347","18","-0.4191","0.1465","3.9067","66.5808","-8.3988","335.7410","1020.0000","0.5983","192.2161","40.85007272","-80.35326815","0.0000","11379.1094"
"366.550","101.8103","18","-0.4549","0.1519","3.8685","66.1751","-9.0946","335.8159","1020.0000","0.6077","178.1668","40.85007804","-80.35325287","0.0000","11380.5205"
"366.600","102.3954","18","-0.5324","0.1547","3.8352","65.5803","-10.6135","335.8989","1020.0000","0.5897","153.5473","40.85008370","-80.35323756","0.0000","11381.9414"
"366.650","102.8684","18","-0.6042","0.1584","3.8056","64.9384","-12.0169","335.9814","1020.0000","0.5760","136.2417","40.85008945","-80.35322230","0.0000","11383.3633"
"366.700","102.9866","18","-0.6582","0.1649","3.7871","64.1473","-13.0547","336.0623","1020.0000","0.5760","125.5554","40.85009549","-80.35320722","0.0000","11384.7939"
"366.750","103.1092","18","-0.7026","0.1685","3.7609","63.3665","-13.9011","336.1378","1020.0000","0.5760","118.0510","40.85010160","-80.35319220","0.0000","11386.2246"
"366.800","103.2455","18","-0.7168","0.1624","3.7105","62.6186","-14.1415","336.1959","1020.0000","0.5760","116.1974","40.85010793","-80.35317735","0.0000","11387.6582"
"366.850","103.4024","18","-0.7322","0.1554","3.6629","61.8826","-14.4069","336.2551","1021.1999","0.5760","114.2300","40.85011433","-80.35316251","0.0000","11389.0928"
"366.900","103.6245","18","-0.7517","0.1458","3.6244","61.1843","-14.7515","336.3178","1026.2001","0.5760","111.8012","40.85012092","-80.35314768","0.0000","11390.5312"
"366.950","103.8592","18","-0.7694","0.1358","3.5840","60.4879","-15.0609","336.3795","1030.0000","0.5760","109.7522","40.85012760","-80.35313289","0.0000","11391.9707"
"367.000","104.1338","18","-0.7812","0.1250","3.5380","59.7973","-15.2591","336.4380","1030.0000","0.5760","108.6136","40.85013452","-80.35311819","0.0000","11393.4170"
"367.050","104.4019","18","-0.7905","0.1197","3.4907","59.0877","-15.4079","336.4962","1030.0000","0.5760","107.8412","40.85014152","-80.35310354","0.0000","11394.8643"
"367.100","104.6495","18","-0.7916","0.1318","3.4397","58.3175","-15.4008","336.5536","1030.0000","0.5760","108.1471","40.85014875","-80.35308904","0.0000","11396.3164"
"367.150","104.9179","18","-0.8020","0.1478","3.3913","57.5192","-15.5713","336.6096","1030.0000","0.5760","107.2370","40.85015608","-80.35307459","0.0000","11397.7715"
"367.200","105.2523","18","-0.8417","0.1762","3.3509","56.6318","-16.3045","336.6610","1030.0000","0.5760","102.7411","40.85016371","-80.35306032","0.0000","11399.2314"
"367.250","105.5642","18","-0.8870","0.1972","3.3122","55.7119","-17.1405","336.7152","1030.0000","0.5803","98.0194","40.85017145","-80.35304611","0.0000","11400.6943"
"367.300","105.8043","18","-0.9502","0.1947","3.2791","54.6887","-18.3022","336.7781","1030.0000","0.5983","92.0069","40.85017954","-80.35303209","0.0000","11402.1631"
"367.350","106.0725","18","-1.0095","0.1923","3.2425","53.6819","-19.3878","336.8376","1030.0000","0.6077","87.0753","40.85018771","-80.35301814","0.0000","11403.6338"
"367.400","106.4294","18","-1.0567","0.1900","3.1945","52.7271","-20.2324","336.8869","1030.0000","0.5897","83.7209","40.85019620","-80.35300441","0.0000","11405.1113"
"367.450","106.7899","18","-1.0955","0.1905","3.1508","51.7354","-20.9175","336.9377","1030.0000","0.5803","81.2531","40.85020480","-80.35299076","0.0000","11406.5908"
"367.500","107.1614","18","-1.1081","0.1996","3.1202","50.6274","-21.0973","336.9933","1030.0000","0.5983","80.8408","40.85021377","-80.35297738","0.0000","11408.0781"
"367.550","107.4969","18","-1.1118","0.2090","3.0900","49.5368","-21.1073","337.0489","1030.0000","0.6163","81.0556","40.85022283","-80.35296410","0.0000","11409.5664"
"367.600","107.7181","18","-1.0873","0.2196","3.0609","48.5019","-20.5794","337.1042","1030.0000","0.6343","83.3061","40.85023216","-80.35295116","0.0000","11411.0615"
"367.650","107.9651","18","-1.0591","0.2265","3.0328","47.4802","-19.9812","337.1606","1030.0000","0.6480","85.9967","40.85024158","-80.35293827","0.0000","11412.5586"
"367.700","108.2934","18","-1.0190","0.2215","3.0078","46.5001","-19.1606","337.2207","1030.0000","0.6480","89.9525","40.85025129","-80.35292557","0.0000","11414.0615"
"367.750","108.7055","18","-0.9782","0.2165","2.9831","45.6017","-18.3284","337.2851","1030.0000","0.6480","94.3945","40.85026108","-80.35291288","0.0000","11415.5684"
"367.800","109.3827","18","-0.9349","0.2114","2.9589","44.9617","-17.4596","337.3632","1030.0000","0.6480","99.7089","40.85027113","-80.35290022","0.0000","11417.0850"
"367.850","109.9068","18","-0.8925","0.2038","2.9327","44.2727","-16.6115","337.4336","1030.0000","0.6480","105.3018","40.85028123","-80.35288769","0.0000","11418.6045"
"367.900","109.9458","18","-0.8531","0.1882","2.8997","43.4279","-15.8288","337.4793","1030.0000","0.6480","110.5477","40.85029153","-80.35287555","0.0000","11420.1318"
"367.950","110.0112","18","-0.8131","0.1741","2.8725","42.6050","-15.0411","337.5279","1030.0000","0.6480","116.4069","40.85030189","-80.35286348","0.0000","11421.6592"
"368.000","110.1599","18","-0.7717","0.1645","2.8634","41.8516","-14.2370","337.5857","1030.0000","0.6480","123.1471","40.85031245","-80.35285168","0.0000","11423.1885"
"368.050","110.3856","18","-0.7393","0.1566","2.8472","41.1252","-13.6027","337.6408","1030.0000","0.6523","129.1536","40.85032308","-80.35283992","0.0000","11424.7197"
"368.100","110.8550","18","-0.7358","0.1539","2.8080","40.4847","-13.5059","337.6873","1030.0000","0.6703","130.6331","40.85033391","-80.35282830","0.0000","11426.2578"
"368.150","111.2280","18","-0.7331","0.1498","2.7681","39.8516","-13.4239","337.7310","1030.0000","0.6797","131.8728","40.85034477","-80.35281675","0.0000","11427.7979"
"368.200","111.2957","18","-0.7329","0.1411","2.7261","39.2424","-13.3892","337.7664","1030.0000","0.6617","132.2946","40.85035574","-80.35280539","0.0000","11429.3438"
"368.250","111.4536","18","-0.7279","0.1372","2.6856","38.6227","-13.2688","337.8040","1030.0000","0.6523","133.6854","40.85036680","-80.35279409","0.0000","11430.8916"
"368.300","111.8974","18","-0.7078","0.1484","2.6500","37.9697","-12.8765","337.8485","1030.0000","0.6703","138.3067","40.85037812","-80.35278293","0.0000","11432.4443"
"368.350","112.2922","18","-0.6798","0.1615","2.6143","37.3230","-12.3409","337.8936","1030.0000","0.6883","144.8187","40.85038948","-80.35277186","0.0000","11433.9990"
"368.400","112.5320","18","-0.6267","0.1810","2.5787","36.6961","-11.3513","337.9404","1030.0000","0.7063","157.7791","40.85040096","-80.35276105","0.0000","11435.5605"
"368.450","112.7575","18","-0.5844","0.1913","2.5439","36.1065","-10.5557","337.9862","1030.0000","0.7114","170.0109","40.85041249","-80.35275029","0.0000","11437.1240"
"368.500","112.9374","18","-0.5761","0.1730","2.5118","35.6351","-10.3743","338.0291","1030.0000","0.6754","173.2608","40.85042418","-80.35273968","0.0000","11438.6924"
"368.550","113.1732","18","-0.5618","0.1587","2.4896","35.2089","-10.0874","338.0811","1031.2001","0.6437","178.5596","40.85043590","-80.35272909","0.0000","11440.2617"
"368.600","113.5857","18","-0.5284","0.1574","2.4990","34.9254","-9.4669","338.1618","1036.2000","0.6257","190.9577","40.85044771","-80.35271852","0.0000","11441.8379"
"368.650","113.9514","18","-0.4920","0.1575","2.5048","34.5799","-8.7929","338.2396","1040.0000","0.6077","206.2556","40.85045957","-80.35270802","0.0000","11443.4170"
"368.700","114.1685","18","-0.4459","0.1624","2.4997","34.0376","-7.9499","338.3081","1040.0000","0.5897","228.5621","40.85047159","-80.35269777","0.0000","11445.0020"
"368.750","114.4015","18","-0.4004","0.1613","2.4907","33.5573","-7.1210","338.3730","1040.0000","0.5760","255.6869","40.85048363","-80.35268752","0.0000","11446.5879"
"368.800","114.6843","18","-0.3571","0.1417","2.4693","33.2730","-6.3370","338.4265","1040.0000","0.5760","288.0329","40.85049572","-80.35267729","0.0000","11448.1797"
"368.850","114.9441","18","-0.3146","0.1294","2.4449","33.0175","-5.5679","338.4754","1040.0000","0.5803","328.5624","40.85050782","-80.35266707","0.0000","11449.7734"
"368.900","115.1308","18","-0.2743","0.1403","2.4107","32.8534","-4.8461","338.5100","1040.0000","0.5983","378.1095","40.85051999","-80.35265686","0.0000","11451.3721"
"368.950","115.3187","18","-0.2314","0.1470","2.3728","32.6946","-4.0801","338.5410","1040.0000","0.6120","449.8272","40.85053217","-80.35264666","0.0000","11452.9717"
"369.000","115.5102","18","-0.1804","0.1399","2.3227","32.5529","-3.1741","338.5606","1040.0000","0.6120","579.1973","40.85054440","-80.35263648","0.0000","11454.5752"
"369.050","115.7317","18","-0.1262","0.1328","2.2763","32.4516","-2.2146","338.5837","1040.0000","0.6120","831.7045","40.85055665","-80.35262627","0.0000","11456.1807"
